,Integration Type,Language,Sentiment,Categories,Text,pred
1075,tripadvisor,eng,-1,experience;food;service,"As you can imagine from the title, this will not be the most favourable review of a business, particularly one that I had previously heard raved about in both business and social circles. As part of a large group, and as a goodbye lunch for a colleague, our lunch was pre-booked many days in advance, however the organisation we were met with certainly left a lot to be desired.First, i'll start with the positives, there being very few from our trip. The aesthetics of the restaurant are very attractive, a far cry from the drudgy old bank that used to reside. We were not greeted by anyone immediately as we entered, however we were seated relatively swiftly, with perhaps 5 or so other tables of diners in occupation.Now we move on to where things fall downhill. Rapidly. (Or not depending on your interpretation of irony). Once seated, it was perhaps a good 15, maybe 20 minutes before our drinks orders were taken, where I was subsequently entirely ignored by the server, having to catch him on his way back with the drinks some time later. Fast forward another 10-15 minutes and the two (yes, two, out of 15) of our party that ordered starters were finally approached with their food. I believe it was fish goujons, and chicken wings, both small portions but as part of the three-course-deal this was not considered a major issue. Now we shall fast forward again, perhaps a further 30 minutes give or take, where we were now having to chase up with the staff where our main courses were, to be advised that they were in final preparation and would be with us shortly, the waiter even gesturing to the dishes being plated up in the serving area visible.Now, as a large group of now very hungry guests, it was particularly demoralising to then see said dishes be served to other guests, with no sign of ours making their way to the front of house. A further ten minutes pass, and we see more dishes begin to materialise, could it be ours? Thankfully yes, and the waiter began passing the food among our guests, great - the food is here, and our mood is lifted. Or is it?Now, let's cut to the chase. Three mains (including my own) were sent back to the kitchen, in all honesty - effectively inedible, a seabass main, a fish grill main, and a butterfly chicken main. I cannot say that I have ever had to vigorously chew a seabass fillet before, and I did not particularly enjoy doing so here. Along with these three plates of sorrow, two further dishes were returned to the kitchen, although this time to be actually cooked:As a specialist steak restaurant, we found it particularly gobsmacking, that two steak orders, one medium-rare and one medium-well, were practically still mooing on the plate. Upon return, whilst still not perfect the dishes were edible, though missing any of the sides they were sent back with until this was queried. The remaining guests reported good to average meals in fairness, though did comment that overcooking was a common theme, as was small portion sizes.The same two guests who ordered starters later (by later - this whilst the discussion was being had over what would make it to the bill, where we did have to check that the desserts actually still existed) received the 3rd course of their set - the pavlova, which again were very small though one would imagine this is why they are in the three-course-deal in the first place. As far as taste I believe there was no concern with these.As we near the end of this wonderous afternoon of wasted time and now for me at least, stomach grumbling hunger, it came time to pay the bill. Upon questioning the waitress as to the significant delays given our pre-booking, the rude delivery of the as ever pathetic excuse along the lines of  'we had a number of other guests to attend to' left a sour taste in my mouth - the only taste I had in my mouth I will reiterate.In all, a pre-booked lunch took the best part of 2-hours to suffer through, with inedible food, inattentive staff, and no apology in sight. The three returned dishes were removed from the bill and the remaining group settled up. So will I ever return here personally? No, I shall not, nor will I be shy about giving my thoughts on our visit whenever pertinent.I am certainly no expert in running a business, however can I perhaps suggest that if there is going to be a wait, you may wish to inform your guests of this, rather than hide from sight or fob them off, and if heaven forbid things do go poorly, you may wish to consider an apology as a way to soften the blow. Who knows, maybe this review wouldn't have taken as long as one of your meals in that case.",-1
1077,tripadvisor,eng,-1,experience;food;service;value,"I visited the Bloomsbury restaurant with my 8 year old son, I didn't know this was part of a chain.  We weren't offered a children's menu (I didn't know there was one) and ordered the 'special' for my son which was advertised on a board outside the restaurant with no price. With my (small and very unimpressive) spaghetti and tomato sauce, garlic bread (greasy and cold), the crab pasta special (with about a tablespoon of crab meat) and 2 drinks (one soft drink and one small beer) the bill came to £46!!.  The waiter didn't indicate the price of the special when he knew this was for my son (this was £22!), nor did he indicate that this was very spicy, so most of it was uneaten.  I made a very bad choice with this restaurant - there are 100s of other (independent restaurant) choices with better food and much more reasonable prices in London.  Very poor experience.",-1
1080,tripadvisor,eng,-1,experience;service;food,"Service was good, but food was completely tasteless and totally different to what you would expect from an Italian restaurant. I should know, since my husband loves Italian food and we go so often to many different ones around the world! No sauce, when something is supposed to come with a creamy sauce, no flavour... Waste of money really. About the price, I guess that's normal to be so central in London, but still, very underwhelming.",-1
1082,tripadvisor,eng,-1,food;service;value,Has a menu to deceive tourists. Beware the whole chicken costs 27 euros and not 13.50 with the menu inducing you to think. The service and the food are horrible.It was the worst experience of my entire 20 day trip through europe.,-1
1091,tripadvisor,eng,-1,service,"Service in Amsterdam is pretty slow, however this is painfully so. Ignored by rude staff from start to finish, didn’t clear starter plates until we finished our meal. Burger is average at best, chips almost cold when arrived. Got the bill wrong 4 times overcharging for items we didn’t have. Also they demand you pay at the bar. And no, no apologies for anything.",-1
1093,tripadvisor,eng,-1,experience;food;service,"The food was decent.  I had a small flatbread pizza (and it was definitely small) and a glass of wine.  It was a bit pricey for what you get.  The issue I had was with the servers.  I had to wait a long time to get my check, then when I did finally get it, it was wrong and about 5 times as much as I owed.  The I had to wait forever again to flag down a server and tell them it was incorrect.  After I waited and received a new check, it was wrong again!!  Now I had to wait again to get a server to bring me the correct bill finally.  I barely even received an apology for having to sit there that long and receive 2 incorrect checks.",-1
1109,tripadvisor,eng,-1,food,"Burgers are decent. Good service. Ordered me a poutine because that side dish gets me wet. I think it had actual cheese curds in it (like a poutine is supposed to have), but they were scarce. So I ordered a second poutine, asking for lots of cheese this time. And what the hell: it came with French brie cheese on it?! What kind of sick joke is that? Evening was ruined. 3.5/5 regardless.",-1
1114,tripadvisor,eng,-1,service;food,"Save yourself a trip. There are a thousand wonderful restaurants in Amsterdam, this is a waste of money.",1
1127,tripadvisor,eng,-1,service,"I titled this way as my wife is Indian and she asked are the meat dish beef as she did not eat beef, the waiter said why- are you allergic to beef. Very odd indeed. The menu is minimal and maybe i got the real intent wrong. Service was a little slow and inflexible and the Pork dish takes 40 min so do t wait ordering.",-1
1144,tripadvisor,eng,-1,service,Been going to Ellis for 3 years. Quality has dropped. And service way too slow. Waitress admitted that the boss was trying to make as much profit as possible without the staff - she really was doing her best under the circumstances. I overheard the lady ahead of me at the till also complaining that the quality had dropped which was a pity because she lived nearby and was a regular. Time to take custom elsewhere?,-1
1154,tripadvisor,eng,-1,experience;food;service,"When we entered the resturant the female waitress wasn't in anyway friendly, she didn't smile the whole time and she was very cold. We had garlic bread for a starter which was just cheese on bread, no taste of garlic. The waiter never poured our drinks which I'm sure is one of the reasons they get a service charge. I wasnt even finished with my starter before the waitress started clearing our table for our mains. We both ordered meatballs... it literally tasted like sausages and beans out of a tin. We had a few mouthfuls and we asked for the bill, I told the waitress we didn't like the food and she just want and called the manager. The manager came over and told is twice he has never had a complaint... reading the reviews on here, will show you that's not true! He asked if we wanted something else 3 times before accepting no as our answer. They took the money for the starter and drinks without a word. It was clear to us that theu was annoyed we didn't like the food! Terrible service and bland food!",-1
1155,tripadvisor,eng,-1,food;service,So this is the 2nd time i have visited. The first time was awful food undercooked waiting times forever said id never return but was in town and my friend had never tried... opened the doors at 12 we was in at 12.05... soon filled up so thought its popular should be an improvement. Can not fault our waiter who was on his own for a bit... water on your table.. ordered a latte was very good.. went for the set menu cheese burger fries ... waited 40mins for it was it worth it.... no... it wasnt very warm as had been sat on the side for a while.. we kept hearing the chefs shouting service many times however our waiter bless him was sitting other people.  Chips were ok burger very charred and didnt enjoy. Waiting times are still long too.,-1
1167,tripadvisor,eng,-1,experience;consistency;service;reputation,"Really disappointing! After having a day out with our large family we decided to go into the Spaghetti House. The staff were rude and abrupt, my young nephew asked the manager if he had any paper so he could try out his new pens and was rudely dismissed.Food orders came out wrong were delivered to the wrong people.  Drinks were wrong and again distributed incorrectly.   Overall a very disappointing experience, won't be visiting again!",-1
1169,tripadvisor,eng,-1,experience;service,"Had to ask twice and wait 20 minutes to take our order, and it wasn’t particularly busy. Was not helpful when it came to giving information about food on the menu, and when one of our dishes wasn’t correct, I had to wait 20 minutes for a new one so I didn’t receive it until my family was done eating. Also had to ask three times if we could get some tap water for the table, unfriendly staff in general. Just because your restaurant is in a central place and gets costumers anyways doesn’t mean you should treat your costumers like they are bothering you being there",-1
1188,tripadvisor,eng,-1,service,"The bar looks very nice but the service is terrible. After ordering we waited 25 minutes to get a coffee and a beer, only then the waiter told us that they didn’t have the food we initially order (25min ago). Asked for bill, never came. I asked for the manager to comment my experience there and she didn’t want to speak to me, the waiter said she was busy, RUDE!!!!",-1
1197,tripadvisor,eng,-1,experience;value;innovation;food,"From an Italian living in Lisbon: please do not step foot in there: the pizza is not good, and it s expensive. You have way better options in town.",-1
1198,tripadvisor,eng,-1,experience;service;value;reputation,10 minutes to get a drink order. 30 minutes for avocado on toast and after 45 mins after clearing the starters the mains still hadn't arrived. Didn't bother waiting. And when they presented the bill they added 12.5% service. What a cheek. Will not be going back.,-1
1203,tripadvisor,eng,-1,service,Its a shame really. The food was really good and we enjoyed it alot......but everything was so slow! We popped in for lunch but ended up spending 2 hours in there. We had the set menu and there was a good half hour to get our first course and then half an hour between each subsequent course. The poor girl serving was having to apologise to every table for how long things were taking. If you have plenty of free time then it's nice. But I cant pop in for lunch for 2 hours.,-1
1210,tripadvisor,eng,-1,experience;food;service,Oh the interior design gives you a head ache.. Staff surly and indifferent.. Food Basically Cardboard.. The menu said it was lamb .. The waitress when she actually spoke said it was lamb .. I expected lamb .. I’m still confused as I’m not sure what it was supposed to be . It tasted of wet cardboard.. My partner had the Streak .. I’m sure it was Beef but the jury is still out on that one .. Overall I’d NEVER come back the food is literally atrocious.. The service weak the ambiance to give out free head aches .. Not a pleasant dining experience... One to be avoided at all costs ..  You have been warned ..,-1
1211,tripadvisor,eng,-1,experience;food;service;reputation,"Stopped for a bite to eat whilst in London for the first time and was not impressed at all. Glasses and jugs for water came out stained and just looked dirty, ordered a drink that i found really strong so asked for it in a taller glass with some lemonade but the language barrier meant my glass was taken away and brought back exactly the same way. I had lasagne which was extremely dry and tasteless and my partner had gluten free pasta which came out under cooked. When we returned it we were condescendingly told that this is how pasta is served. I replied i knew what al dente was but this was just simply not cooked properly. Certainly wouldn't come back here. Very disappointed.",-1
1214,tripadvisor,eng,-1,food;service,"Terrible food and worst service. The lady that took our order was very sweet and nice, however the one who brought the food trumped the silverware and was not nice.Later we asked her for the missing jalapeños on our burger and she became rude, she even threatened us.And started yelling that we were talking about a 15 euro burger. Terrible experience",-1
1233,tripadvisor,eng,-1,experience;food;service;value;environment,"We booked thos restaurant as it was near to the Palladium.  The food is expensive for what it is, some of the staff do not understand English.  It is crowded, noisy but you would expect this if you do not want  a relaxing quiet evening.  The ladies toilet is so small you can't swing a cat in it.  Some idiot threw a whole toilet roll down the toilet.  The staff are rushed off their feet.  This is Oxford Circus so really be warned.",-1
1239,tripadvisor,eng,-1,experience;food;service,"Both myself and my partner visited this restaurant for a pre show meal, we have both dined here before and never had an issue. However, on this visit there was most definitely a lack of speciality on this visit. Firstly, we were seated and then took a further 10 minutes even before we were given a menu. This normally is not an issue to us but were felt forgotten about already. We ordered drinks, an appletizer and a coke cola, the order was wrong as we were given 2 coke colas. For starter, I have the mozzarella balls with a tomato sauce, rather bland and the cheese was not melted. Either it was not cooked for long enough or it had been sitting on the hot plate for a little while. The mains came out and they were OK. My veal escalope was over cooked and the sauteed potatoes had a lot of oil with them. Overall, this visit gained 3/5 which is fair. Would we visit again? Yes we would, but most definitely wont be in a rush to get there.",-1
1245,tripadvisor,eng,-1,experience;food,"After arriving and ordering our food our drinks and starters were ready immediately more or less, however our mains witch was only a steak sandwich and side salad and a burger and chips took nearly an hour they weren’t busy as we were second through door after it opened. After having to chase up where our food was it then arrived not very warm. My son is 1 and his burger still had a heart beat.i refused to pay for this and because of how long we waited and how rubbish it actually was the manager very good of him did not charge us at all for our food only drinks. Was having quality time with a dear friend and I feel our meal let our day down massively. Probably just a one off today but I don’t think I will be going back again.",-1
1247,tripadvisor,eng,-1,service;food;value,"Arrived at 20:00 on a weekday in school holidays so you’d expect a well oiled service machine but no....The waitress was borderline grumpy, the service slow and I heard a lot of apologies about the wait around me. The menu is fun with beer matched to the burgers. The burger was not bad but not great either and definitely not a premium version of burgers. In fact, the sauces are nice, the beef less so. The chips tasted bland. Overall, expensive for the quality and service.",-1
1250,tripadvisor,eng,-1,experience;reputation;food,"Went with great expectations, which were not met. This was a Birthday treat for my Husband, at least he got a decent meal, I did NOT!All was going well, starters of grilled Halloumi & veg skewers were delicious. My Husband's main, grilled Salmon, Prawns, Calamari, Sea Bass, he said was delicious. I had ordered a half of Lobster, with garlic butter & requested that it was not served with anything else, but that I wanted the Macaroni Cheese as well. When it arrived, the half a lobster was served with accompaniments as per the menu. When I pointed this out to the waiter, he said ""Just to leave it, I wasn't paying extra for it!"" NOT happy, I requested it to be removed. THEN I realised that instead of the Macaroni Cheese that I had ordered from the main menu,it  was presented as a side order. Not only had they got that wrong, when I started to eat it, it was just plain macaroni with breadcrumbs on top. When I called the waitress she stood looking at it, saying,oh that's funny, where's the sauce? That's what I wanted to know? She did offer to replace it with the correct order but that would have meant my lobster getting cold whilst I waited, I went for the offer of a portion of the cheese sauce instead. You couldn't make it up, the 'Cheese sauce that was on the Macaroni Cheese menu was  'Blue cheese & Cheddar ' I was given warmed up cheese salad dressing! Oh, I haven't mentioned the Lobster have I. This was watery & tasteless, I would say this was a frozen product & not a fresh Lobster. We will NOT return & will NOT recommend it. It takes a lot to make me give such a harsh review, but Middleton's you EARNED IT!",-1
1252,tripadvisor,eng,-1,experience;food;reputation;value,"I had booked a table for five people for lunch on Saturday 13 July.  When we arrived, our reserved table was a table for four with an extra chair at the end of one of the tables.  That was ridiculous for five people as there simply wouldn't have been room for the fifth plate so we asked for a different table which, as the restaurant wasn't busy, wasn't an issue luckily.The waitress then wanted to take our order a matter of minutes after we'd been seated and given the menus - we were still reading the menu so asked her to come back.  Of course, when we had all chosen what we wanted, we couldn't find anyone to take the order!!We ordered a couple of starters to share between the table - crescentine and pane all aglio - both were fine, if a little greasy.For the main courses we ordered 2 x maccheroni pesto rosso, 1 tortelloni di asparagi, 1 x linguine alle vongole and 1 lasagne pasticciate - all were fine, nothing special.For dessert we ordered 1 pizza nutella to share between two, 1 tiramisu, 1 affogato and 1 caffe goloso with the chocolate brownie - this was probably the best course.What we were really annoyed about - but didn't know until the bill was presented - was that we had ordered a bottle of house wine and were told house wine only came in a carafe which we were then charged £26.95 for.  When I looked on the website afterwards, it clearly states that the bottle of house wine costs £11.90 - we were ripped off to the tune of £15.05 which is completely disgraceful.Obviously the staff are trained to up-sell on the drinks but it is completely dishonest to tell them to tell the customer that the only option for house wine is a carafe (which we weren't told the cost of and would never have guessed it would have been anywhere near the £26.95 charge) when a bottle of house wine is actually £11.90.A 12.5% service charge was also added - this amounted to £15.48 - the service wasn't good and possibly the reason why is because the servers know they're going to get the tips anyway.So, our bill came to £139.28 - this did not represent good value for what we received and, as previously stated, because we were totally ripped off with the wine, it's left a very bad taste in our mouth.",-1
1254,tripadvisor,eng,-1,service,"Extremely rude, impolite and aggressive female waiter - manager of the restaurant - Karina CoraiBaca which effectively harassed us to the limit. For some context and better understanding, the restaurant is located in Place Jourdan best known in Brussels for its Maison Antoine located the middle of the square which is one of the 2 oldest friteries priding with the best you can eat Belgian fries. There is an unwritten rule that you can serve the fries on all the terraces while ordering beer or something from the restaurants. This being said, we were 2 persons, I went to buy the fries (there are very long waiting ques usually) and my companion took a seat on the terrace of Ellis to order burgers and some drinks - important to mention that we talk about the terrace located in the middle of the square, across the road and not the terrace located on the sidewalk in front of the restaurant. Upon my return, drinks were already served and in less than 5 minutes a server brings the burgers. Seeing that we had the fries from Maison Antoine, he kindly informs us of the policy of Ellis that they don't allow their customers to buy and consume fries from somewhere else but as the burgers are served he is kind enough to make a joke and agrees to make an exception this time. Less than 5 minutes and the manager arrives informing us she is in charge and despite having the approval of her colleague waiter, we have to pack our fries in order to continue eating. Needless to say we were both enjoying the burgers up to that moment which lasted for another 5 minutes of intense debate during which we acknowledged the strict policy of the restaurant but as we were not informed before ordering, we asked to be left to finish our dinner in peace. Finally after several times asking, the lady visibly irritated by the fact that we did not agree to leave or pack our fries stormed out saying we'll pay a supplement. Of course our appetite was dead and asked for the check immediately. Having to pay inside by the counter (rule of the restaurant) I had to deal with the manager again as she tried to force me pay an extra amount of 3 Euros because not ordering fries from them with the threat that she will call the police if I don't agree. Furthermore, we were both called liars several times just because we did not order fries from the restaurant and were informed that we are no longer welcome there. Thanks a lot Ellis Gourmet Burger for the nice treatment of your customers, it was indeed one different and never to forget experience.",-1
1257,tripadvisor,eng,-1,service;food;value,"Poorly staffed, must of been 7 or 8 tables in the outside section full of people and there was only one young girl on the restaurant floor doing everything. When we was leaving I noticed two young lads taking their lunch breaks in view of the customers. Burgers ok nothing fancy. Two burgers and one starter to share €54 I could of enjoyed a burger at a fraction of the price at McDonald's.",-1
1260,tripadvisor,eng,0,food,A catach up dinner with my ssiters  - Good location  with plenty of parking. Found my steak - requested medium  - a little rare. and My wifes fish didnt smeall good but was OK,1
1263,tripadvisor,eng,-1,experience;food,"Poor overall for the site and price I would expect better. Visited on a Thurs eve with family as recommend to them. Where to start here as a few issue's this time around ! Most bottled drinks being luke warm and mine was completely missed as was my starter. As for mains well steaks under and over cooked from what was requested and 3 min from table to grill and back to re fire my guess microwave ! Greasy 2 - 3 time cooked chips with burnt black bits....try skimming fryer now and then. Burger was good but was hungry by then. Prawn starters very nice but this time dry not much sauce, to many little things here As was a good place to go and eat, very poor this time around which is a shame",-1
1278,tripadvisor,eng,-1,experience;service;food,Service was poor - maybe more staffFood average - I would advise not to dine if you are hungryDrinks over priced,-1
1280,tripadvisor,eng,-1,experience;food;value,"Delicious food left a bad taste in our mouth when we realised they had included (without advising us) an automatic gratuity of 12.5%.  By all means enjoy a meal with Spaghetti House, but be prepared for the hit at the end, or negotiate up front.",-1
1292,tripadvisor,eng,-1,service;food;value,"SUMMARY: I went with another person and the 2 thoughts that came to us were- this chicken has no soul- this chicken is dead for no reasonPLACE:they are well situated in a lively place just renovated, the inside is fine, although I found it not 100%clean, the waiter had to clean our table AFTER we were seated and the floor was not spotlessSERVICEwaiter and waitress were nice and efficient, although a bit too commercial, coming with repeated suggestions of extrasPRICEwe ended up with a bill of EUR 43 for 2 meals of chicken, 2 green salads and 2 side of potatoesFOOD, finallythis is exactly what I call a restaurant that assembles different food but doesn't cook. It's nicely served on the design side but not really a single touch of cooking, except maybe cutting oignon and cumcumber. We had half a chicken and tacos with grated chicken: I wonder how was my chicken grated as I has pieces instead. The sauce was of course industrial as was the salad dressing which was awful. The taste of the chicken is ...the taste of a mid-range chicken, really nothing exceptional. If you cook an organic chicken at home or a chicken that has the 'Label Rouge' (80 days breeding minimum), you definitely have a better taste.The supposedly potatoes cooked in the oven were not: they were boiled and then put in a pan to fry a bit. I mean, if you cook at home you cannot miss these details. The crunch of a potato in the oven was completely absent. Idem for the chicken seasoning/broth: if you do it at home yourself, you know how it tastes.Fries: they were also uninteresting: ok they have a special design and it's nice for the eye and....that's it: they were not crunchy at all, felt really industrial and had for some of them (enough to be noticed) potato black eyes. When you think the almost most famous frit-kot of Brussels is around the corner, the comparison doesn't resist.So in the end, the place feeds you with a certain price, you probably won't get sick, they serve quite swiftly, so if this is was you're looking for, go. For the rest, it unfortuanely felt like a good old marketing product surfing on a poshy placement on the market. Other places on the square are cheaper or equivalent in price and tastier.",-1
1294,tripadvisor,eng,-1,food;reputation;service,"We have been there three times in the last two years - no improvement. Absolut chaotic organisation. Can‘t take an order properly. Clean the tables after ages. They do not watch the door, in the time we were there, more than ten people went because they were not seated ... You have to ask different waiters to order ... in total - a nightmare. Food is ok, nothing to get mad about. Its a shame because the location is very good.",-1
1295,tripadvisor,eng,-1,service,"A beautiful sunset evening in Amsterdam brought a craving for burgers! Upon arriving, tables that seated 4 people were being occupied with 2 or less people. Waiters refused seating inside, and advised they would not split the tables. Completely unhelpful and not interested in seating us. Very unhelpful, and certainly not in line with the Dutch culture (staff not Dutch).",-1
1296,tripadvisor,eng,-1,food,"Disappointing as it wasn’t spectacular or even tasty. Belgium can be good at many things but fried chicken isn’t one of them. And if you look at the photo, it’s nothing like what they advertise. Save your money and cook your own fried chicken/",-1
1308,tripadvisor,eng,-1,service,"We sat for 30 minutes on the table waiting to be attended, no one came and about 5 workers passed by us",-1
1313,tripadvisor,eng,-1,experience;food;reputation,Yes the decor and ambience was good but food was a no no. We were not terribly impressed no luncheon menu had pate and sour dough definitely not sour dough just bread not good. Definitely would not return or recommend,-1
1315,tripadvisor,eng,-1,food,The business is doing their best to make a concept and draw costumers. But the lack of good management/staff who guard the quality of the food makes costumers leave with a mixed feeling. The meatlovers burger had a messy brown sauce on the meat that should have been pulled pork but looked liked a chiwawa took a dump in my burger. Not what you expect for 15€.,-1
1317,tripadvisor,eng,-1,experience;food,"My work friends and I are regular customers, but I’m afraid after our resent visit we will be hesitant to return.There were only 2 other tables in with us so very quiet in a Monday afternoon, so with at least 3 two people in kitchen I would expect perfection.2 of us orders off the set menu and the other ordered something different,The starters (which I know are small on set menu) I had haddock goujons which was a whole one and one cut in half 😞the other two starters were just as bad .I ordered the burger when it arrived they must have run out of the buns as the one I received was split from a pack of 6 probably from local supermarket not toasted the chips on two of are orders were reheated so hard when we put a fork in the dashed off the plate I had to go and take them back to the kitchen myself and chefs were just leaning up against the counter, by the time they had cooked some fresh the other lady still had not revived her steak in fact after sending ours back and having them returned her steak still took another 4mins BAD BAD BAD huge disappointment",-1
1320,tripadvisor,eng,-1,experience;food;service;environment,"Our third trip here , our friends prefer steak and in that case you must visit a grill thatspecialises in it. The starters were ok, pate was served with 3 v small pieces of unattractive dry bread. That with the marmalade was it - no frills and no salad. Wings were good as was the deep fried cheese.Two of us ordered lamb steak and one had ribs the other chicken. Yes they like steak but didn’t have it !!!!!! The lamb was v good and so was the ribs , chicken not so.Again, presented in a boring way, v small portions of peas and chips.We had one dessert, sticky toffee which was ok.The service was good and we were reasonably happy with the night out.They do need to get the cleaners in though , masses of dust on the surfaces around the table.",-1
1323,tripadvisor,eng,-1,service;value;food,"Went on a Tuesday evening with 2 other people at around 9, spent 15 mins waiting to order and had to get up and go to the counter to order directly from there, after the food arrives you realise its totally overpriced, burgers cost around 15 each with no sides and where nothing special,also portions where quite small for the price paid. Mediocre at best.",-1
1327,tripadvisor,eng,-1,experience;food;service,I chose this restaurant as it was opposite the theatre where I was taking my husband for his birthday. We waited at least 10 minutes before the waiter came over to take our drinks order. Unfortunately on a very hot day both beer and wine were warm. We ordered spaghetti carbonara but it was dry as a bone. There was literally no sauce whatsoever. I noticed the lady next to me had the same thing and she had left hers too. I have problems swallowing after cancer treatment so I couldn’t eat it. My husband ordered another beer but it never arrived - although it did appear on the bill!  Will never come back!,-1
1345,tripadvisor,eng,-1,experience;food;service,"Came in for a quick dinner on the hottest day on record for the UK. Service was not great with staff running around, the food was also very mediocre. Ordered a linguini gamberi which was very watery and bordering on tasteless. It took forever for water carafe to be refilled, and for bill to arrive. Ok, so maybe the abnormally hot UK day caused a staff shortage, but the Manager could limit patrons to a number that is manageable. ",-1
1352,tripadvisor,eng,-1,service,"Ellis’ burgers are still as good as ever but the quality of the service has nosedived.The restaurant is understaffed - possibly with the opening of the new terrace on place Jourdan - and the staff seem to be stressed. The duty manager “responsable de service” was pretty unpleasant, to us and to new staff who were struggling and getting little guidance from her.I pointed out to the duty manager that there was no soap in the loos and she said she was aware of that but there was nothing she could do. When I suggested she ask someone to run across to Carrefour to pick up some soap, she said that wasn’t possible and that it would be arriving in a delivery the next day. I have been a regular of Ellis gourmet burger since it opened on Place Jourdan. Service has generally been pretty good. That is no longer the case.",-1
1353,tripadvisor,eng,-1,experience;food;service,"Device very poor; staff disinterested and brought incorrect wine we ordered. My starter was cold but tasty. Had chicken with tomato salad for main and disappointed to see it was chicken, chips and a few tomatoes. Pesto pasta was really tasty. Expensive all things considered.",-1
1364,tripadvisor,eng,-1,food;service,"My family and I have been to the Maasmechelen  Ellis burger many times. In fact sometimes we go there just for the burger, not the shopping. Today we had a terrible experience and wen possibly wont go back. It started with a rude reception. Then my wife ordered white wine and literally got a 1/4 glass of wine. When she asked the waiter to top it up he was rude and said that’s just the way it is. Then we got our burgers. They are smaller than usual. Much. When we questioned the manager he said Apparently head office is clamping down on costs and the burgers are now only 100 grams. Ridiculously small compared to what they used to be. I had the Ellis burger as usual but it was absolutely tasteless. The fries tasted Like they’d been baked for 5 days. Not a great experience - either service or good wise. I think they’ve lost a customer in us.",-1
1371,tripadvisor,eng,-1,experience;value;food,We had a great sharer board to start. Probably £2-3 overpriced but really nice. 12oz ribeye was ordered medium & came rare. So it was quite fatty. Beef wellington was ordered pink & it was more than medium. Both mains were approx £25 & we received one £6 dessert free to compensate. It could have been much better considering the price.,-1
1381,tripadvisor,eng,-1,experience;food;service,"We visited for my grandsons 18th birthday.  Unfortunately, we were asked to pre-order which meant some steaks arrived dry and only luke warm.  My husbands was stone cold he told the Waitress  whose reply was do you want it taken away.  Not quite the response you would expect.  My husbands mushroom was the smallest I have ever seen and mine was completely cold and my Diane sauce was so thick I scraped it out of the dish.   My desert did not arrive and there was no one to mention it to and as the cake was brought out. I said remove it from bill. When it came it had not been taken off.  We had a lovely family evening but felt some food and service could have been better.  I definitely would not pre-order if visiting again.",-1
1390,tripadvisor,eng,-1,experience;service;food;value,"Went to the Spaghetti House, Cranbourn Street on one of those hot evenings we had in July. Managed to get a table inside downstairs where they had air-con, so that was good - but probably the only good thing about the visit. Asked for a jug of tap-water which came immediately but had obviously been standing around somewhere as the water was warm. Had a 50cl carafe of the Pinot Grigio - again, not very chilled and not a very nice wine.Food- wise we had one pizza which was ok but nothing special, and one portion of lasagne. Both came out surprisingly quickly but the lasagne was a disgrace to the dish. A VERY SMALL portion of something that was pretty dried out - obviously been standing around a while and a real rip-off at £12.95 - and you get nothing with it.A very disappointing visit and a shame as I always though that the 'Spaghetti House' chain had a good reputation.",-1
1401,tripadvisor,eng,-1,experience;food;service;value,"Some friends and I stopped by here recently for a bite to eat before a night out. I didn't have high hopes because the quality of high street Italian chain restaurants is usually not good. However, I have to say I was pleasantly surprised with my first two courses. My fried calamari starter was tasty and I have to say the spaghetti and meatballs I ordered for my main was really good - al dente spaghetti, good consistency sauce and hearty meatballs. Unfortunately, dessert was a big let-down because what was advertised as an apple tart didn't seem to have any hint of apples in it. Another let-down was the service. We were a group of four but my brother's starter didn't turn up until 20 minutes after the rest of us had been served and finished our starters, and this was only because we'd reminded the waiter it was missing - I'm convinced he'd forgotten about it and it wouldn't have arrived at all if we hadn't said something. It all also took an age for the bill to be brought to us, even though we'd asked for it twice. And whilst we're on the topic of money, I have to say I think this place is rather pricey for what you actually get.Because of the disappointing dessert and forgetful service I can't give this restaurant a higher score than average. My advice to readers would be to stick to a starter and a main only, and don't come here if you need to be somewhere afterwards in a hurry.",-1
